"Item type","Authors","Title","Journal","Publication year","Volume","Issue","Pages","Edition","Publisher","Address","Proceedings title","Conference location","Date published","ISBN","ISSN","URLs","DOI","Abstract","Keywords","Notes","Sub-type","Series"
"Book","Pasquali S","Deploying Node.Js","","2015","","","","","Packt Publishing","","","","2015","9781783981403","","","","Learn how to build, test, deploy, monitor, and maintain your Node.js applications at scale About This BookGain comprehensive information on scaling Node.js both vertically and horizontally in the cloud and across virtual machinesLearn how to use Gulp, Mocha, Chai, PhantomJS, Git, Browserify, Docker, and other tools to construct a simple, fast, and intelligent build-and-deploy systemUtilize the easy-to-understand examples to explore data caching strategies, application monitoring tips and tricks, and other professional techniques that are useful for maintaining lightweight, fast, and robust applicationsWho This Book Is ForIf you are an intermediate or advanced developer deploying your Node.js applications, then this book is for you. If you have already built a Node application or module and want to take your knowledge to the next level, this book will help you find your way.What You Will LearnLearn the strengths of Node.js and how to optimize your code to make it ready for deployment into productionUse Docker and Vagrant to create many virtual instances of your Node.js applicationsDeploy Node.js repositories to the cloud using Heroku, OpenShift, and DigitalOceanUtilize native Node.js modules, or Nginx, to load balance your applicationsOptimize your Node runtime by tweaking V8, managing memory intelligently, and using Redis to manage state dataDiscover how to use Gulp, Browserify, npm, Mocha, Chai, Sinon, and other tools to simplify your build/test/release processManage your production deployments with Git, Jenkins, and AnsibleIn DetailNode.js is a popular choice for teams that need to design, build, test, deploy, maintain, and monitor large-scale distributed systems. Starting with a detailed overview of the Node.js architecture, this book covers topics that will help in application development, testing, deployment, and maintenance.You will learn about concurrency, event loops, callbacks and streams. Furthermore, step-by-step instructions on deploying applications to providers such as DigitalOcean and Heroku will be provided, including information on setting up load balancers and proxies. Message queues and other techniques for managing state and session data at scale will also be covered.A series of examples on deploying your Node.js applications in production environments are provided, including a discussion on setting up continuous deployment and integration for your team. Popular tools for testing, deploying, building, and monitoring Node.js applications are covered, helping you get up and running quickly.","","","",""
"Book","Krochmalski J","Docker and Kubernetes for Java Developers: Scale, Deploy, and Monitor Multi-Container Applications","","2017","","","","","Packt Publishing","","","","2017","9781786468390","","","","Key Features Master using Docker and Kubernetes to build, deploy and manage Java applications in a jiffLearn how to create your own Docker image and customize your own cluster using Kubernetes Empower the journey from development to production using this practical guide. Book Description Imagine creating and testing Java EE applications on Apache Tomcat Server or Wildfly Application server in minutes along with deploying and managing Java applications swiftly. Sounds too good to be true? But you have a reason to cheer as such scenarios are only possible by leveraging Docker and Kubernetes. This book will start by introducing Docker and delve deep into its networking and persistent storage concepts. You will then proceed to learn how to refactor monolith application into separate services by building an application and then packaging it into Docker containers. Next, you will create an image containing Java Enterprise Application and later run it using Docker. Moving on, the book will focus on Kubernetes and its features and you will learn to deploy a Java application to Kubernetes using Maven and monitor a Java application in production. By the end of the book, you will get hands-on with some more advanced topics to further extend your knowledge about Docker and Kubernetes. What you will learn Package Java applications into Docker images Understand the running of containers locally Explore development and deployment options with Docker Integrate Docker into Maven builds Manage and monitor Java applications running on Kubernetes clusters Create Continuous Delivery pipelines for Java applications deployed to Kubernetes About the Author Jaroslaw Krochmalski is a passionate software designer and developer who specializes in the financial business domain. He has over 12 years' experience in software development. He is a clean-code and software craftsmanship enthusiast. He is a Certified Scrum Master and a fan of Agile. His professional interests include new technologies in web application development, design patterns, enterprise architectures, and integration patterns. He has been designing and developing software professionally since 2000 and has been using Java as his primary programming language since 2002. In the past, he worked for companies such as Kredyt Bank (KBC) and Bank BPS on many large-scale projects such as international money orders, express payments, and collection systems. He currently works as a consultant at Danish company 7N as an infrastructure architect for the Nykredit bank. You can reach him via Twitter at @jkroch or by e-mail at jarek@finsys.pl.","","","",""
"Book","Traukina A,Thomas J,Tyagi P,Reddipalli K","Industrial Internet Application Development: Simplify IIoT Development Using the Elasticity of Public Cloud and Native Cloud Services","","2018","","","","","Packt Publishing","","","","2018","9781788298599","","","","Your one-stop guide to designing, building, managing, and operating Industrial Internet of Things (IIoT) applications Key Features Build IIoT applications and deploy them on Platform as a Service (PaaS) Learn data analytics techniques in IIoT using Spark and TensorFlow Understand and combine Predix services to accelerate your development Book Description The Industrial Internet refers to the integration of complex physical machines with networked sensors and software. The current growth in the number of sensors deployed in heavy machinery and industrial equipment will lead to an exponential increase in data being captured that needs to be analyzed for predictive analytics. This also opens up a new avenue for developers who want to build exciting industrial applications. Industrial Internet Application Development serves as a one-stop guide for software professionals wanting to design, build, manage, and operate IIoT applications. You will develop your first IIoT application and understand its deployment and security considerations, followed by running through the deployment of IIoT applications on the Predix platform. Once you have got to grips with what IIoT is, you will move on to exploring Edge Development along with the analytics portions of the IIoT stack. All this will help you identify key elements of the development framework, and understand their importance when considering the overall architecture and design considerations for IIoT applications. By the end of this book, you will have grasped how to deploy IIoT applications on the Predix platform, as well as incorporate best practices for making fault-tolerant and reliable IIoT systems. What you will learn Connect prototype devices to Cloud Store data in IIoT applications Explore data management techniques and implementation Study IIoT applications analytics using Spark ML and TensorFlow Deploy analytics and visualize the outcomes as Alerts Understand continuous deployment using Docker and Cloud Foundry Make your applications fault-tolerant and monitor them with New Relic Understand IIoT platform architecture and implement IIoT applications on the platform Who this book is for This book is intended for software developers, architects, product managers, and executives keen to gain insights into Industrial Internet development. A basic knowledge of any popular programming language such as Python will be helpful.","","","",""
"Book","Pouclet R","Pro IOS Continuous Integration","","2014","","","","1st","Apress","USA","","","2014","9781484201251","","","","Pro iOS Continuous Integration teaches you how to utilize the strengths of continuous integration in your everyday work. CI is more popular now than ever, as iOS developers realize how time-consuming building and deploying an application for testing purposes and quality assurance can be. This book shows you how to make your developing life easier, with real-world applications and examples. With this book, you will learn what continuous integration and continuous delivery really are and how they can be used in your iOS projects. You will learn how to release an iOS application outside the App Store using Xcode. You'll understand how to leverage the power of the command line to build your projects, and run your tests. You'll use Jenkins and Bamboo to architect automatic builds and automate the whole build process. In addition, you'll also learn how to use Xcode server and bots, what quality assurance tools can be used to measure the quality of your code, and how to send builds to your beta testers. Author Romain Pouclet provides hands-on, practical experience in iOS continuous integration and, using this book, you will see that it's not actually that hard to set up a fully-featured continuous integration platform, whether you are an independent iOS developer working from home or a member of a team in a big company. What youll learn Learn what continuous integration really is and how you can benefit from it Use Xcode to develop and release an application without the app store Stop wasting time tracking environment related bugs Automate the execution of unit and functional tests Use quality insurance tools to track bugs and other misconceptions Who this book is for Pro iOS Continuous Integration is for iOS developers who are working from home or as a member of a team in a large company, who want to learn how to implement continuous integration into their workflow. If you are struggling to understand the widespread info that's currently available - this book succinctly brings the available tools and workflows together in one, easy-to-understand volume.","","","",""
"Book","Oliveira J,Bruchet M","Learning ASP.NET Core 2.0: Build Modern Web Apps with ASP.NET Core 2.0, MVC, and EF Core 2","","2017","","","","","Packt Publishing","","","","2017","9781788476638","","","","Learn how web applications can be built efficiently using ASP.NET Core 2.0 and related frameworks Key Features Get to grips with the new features and APIs introduced in ASP.NET Core 2.0Leverage the MVC framework and Entity Framework Core 2 to build efficient applications Learn to deploy your web applications in new environments such as the cloud and DockerBook DescriptionThe ability to develop web applications that are highly efficient but also easy to maintain has become imperative to many businesses. ASP.NET Core 2.0 is an open source framework from Microsoft, which makes it easy to build cross-platform web applications that are modern and dynamic. This book will take you through all of the essential concepts in ASP.NET Core 2.0, so you can learn how to build powerful web applications. The book starts with a brief introduction to the ASP.NET Core framework and the improvements made in the latest release, ASP.NET Core 2.0. You will then build, test, and debug your first web application very quickly. Once you understand the basic structure of ASP.NET Core 2.0 web applications, you'll dive deeper into more complex concepts and scenarios. Moving on, we'll explain how to take advantage of widely used frameworks such as Model View Controller and Entity Framework Core 2 and you'll learn how to secure your applications. Finally, we'll show you how to deploy and monitor your applications using Azure, AWS, and Docker. After reading the book, you'll be able to develop efficient and robust web applications in ASP.NET Core 2.0 that have high levels of customer satisfaction and adoption. What you will learnSet up your development environment using Visual Studio 2017 and Visual Studio CodeCreate a fully automated continuous delivery pipeline using Visual Studio Team ServicesGet to know the basic and advanced concepts of ASP.NET Core 2.0 with detailed examplesBuild an MVC web application and use Entity Framework Core 2 to access data Add Web APIs to your web applications using RPC, REST, and HATEOAS Authenticate and authorize users with built-in ASP.NET Core 2.0 features Use Azure, Amazon Web Services, and Docker to deploy and monitor your applications Who This Book Is For This book is for developers who would like to build modern web applications with ASP.NET Core 2.0. No prior knowledge of ASP.NET or .NET Core is required. However, basic programming knowledge is assumed. Additionally, previous Visual Studio experience will be helpful but is not required, since detailed instructions will guide through the samples of the book. This book can also help people, who work in infrastructure engineering and operations, to monitor and diagnose problems during the runtime of ASP.NET Core 2.0 web applications.","","","",""
"Book","Rossberg J,Olausson M","Pro Application Lifecycle Management with Visual Studio 2012","","2012","","","","2nd","Apress","USA","","","2012","9781430243441","","","","You can have the best coders in the world working in your teams, but if your project management isnt up to scratch, your project is almost certain to be delayed, to come in over budget, and in some cases to fail entirely. By taking precise control of your application development process, you can make changes, both large and small, throughout your projects life cycle that will lead to betterquality finished products that are consistently delivered on time and within budget. Application lifecycle management (ALM) is an area of rapidly growing interest within the development community. Because its techniques allow you to deal with the process of developing applications across many areas of responsibility and across many different disciplines, its effects on your project can be wide ranging and pronounced. It is a project management tool that has practical implications for the whole teamfrom architects to designers, from developers to testers. Pro Application Lifecycle Management with Visual Studio 2012focuses on the most powerful ALM tool available for the Microsoft .NET Framework: Visual Studio Team Foundation Server. It demonstrates the key concepts and techniques of ALM at first with a guide to the overall methodology, and then delves into architecture and testing--illustrating all of the concepts, tips and tricks using the tools TFS provides. The book serves as a complete guide to the ALM style--with no fluff and many relevant code samples and examples. After reading the book, you will understand how TFS can be used to generate continuous meaningful reporting on your projects health for the decision makers on your team as well as for your projects sponsors. What youll learn What ALM is and what it can do for you How to achieve traceability in your projects How to improve your development process Why TFS is so much more than just a version control tool The new features in TFS that help encourage ALM best practices, especially within Metro and .NET 4.5 applications What the importance of welldesigned and welldefined processes is and how to implement these things Who this book is for This book will be of value for anyone developing applications with Visual Studio Team Foundation Server, whether they are working in a small team of just a few people or in a large enterprise environment. Table of Contents Why Application Lifecycle Management Matters Introduction to Application Lifecycle Management Development Processes and Frameworks ALM Assessments Working with TFS to Enhance the ALM Process Introduction to Agile Planning Work Item Tracking and Process Customization Agile Project Management with TFS Metrics and ALM Assessment Prototyping/Storyboarding + Feedback Tracking Top Down Design Studies (UML) Using Architecture Explorer Using Layer Diagrams Metrics and ALM Assessment Version Control Unit Testing Code Analysis, Code Metrics, Code Clones, Code Review Performance and Profiling Metrics and ALM Assessment Overview of Software Testing Manual Testing Automated Testing Test Lab Management Metrics and ALM Assessment Continuous Delivery Build Automation Deployment Release Management Metrics and ALM Assessment Architecture, Implementation and Planning Installation, Migration and Administration TFS Reporting Working in Heterogeneous Environments TFS in the Cloud","","","",""
"Book","Kim G,Debois P,Willis J,Humble J","The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations","","2016","","","","","IT Revolution Press","","","","2016","9781942788003","","","","Increase profitability, elevate work culture, and exceed productivity goals through DevOps practices. More than ever, the effective management of technology is critical for business competitiveness. For decades, technology leaders have struggled to balance agility, reliability, and security. The consequences of failure have never been greaterwhether it's the healthcare.gov debacle, cardholder data breaches, or missing the boat with Big Data in the cloud. And yet, high performers using DevOps principles, such as Google, Amazon, Facebook, Etsy, and Netflix, are routinely and reliably deploying code into production hundreds, or even thousands, of times per day. Following in the footsteps of The Phoenix Project, The DevOps Handbook shows leaders how to replicate these incredible outcomes, by showing how to integrate Product Management, Development, QA, IT Operations, and Information Security to elevate your company and win in the marketplace. Take the DORA DevOps X-ray Assessment and see where you stand! Visit devops-survey.com with your access code to take the DevOps X-ray Assessment.","","","",""
"Conference Paper","Morales JA,Yasar H,Volkman A","Implementing DevOps Practices in Highly Regulated Environments","","2018","","","","","Association for Computing Machinery","New York, NY, USA","Proceedings of the 19th International Conference on Agile Software Development: Companion","Porto, Portugal","2018","9781450364225","","https://doi-org.proxy.bnl.lu/10.1145/3234152.3234188;http://dx.doi.org/10.1145/3234152.3234188","10.1145/3234152.3234188","In this paper, we discuss implementing DevOps practices in highly regulated environments (HREs). DevOps has become a standard option for entities seeking to streamline and increase participation by all stakeholders in their Software Development Lifecycle (SDLC). For a large portion of industry, academia, and government, applying DevOps is a straight forward process. There is, however, a subset of entities in these three sectors where applying DevOps can be very challenging. These are entities mandated by policies to conduct all or a portion of their SDLC activities in HREs. Often, the reason for an HRE is general security and protection of intellectual property. Even if an entity is functioning in a highly regulated environment, its SDLC can still benefit from implementing DevOps as long as the implementation conforms to all imposed policies. In this paper, we discuss the process of performing a DevOps assessment and implementation in an HRE which we refer to as HRE-DevOps.","DevOps, highly regulated environment, secure DevOps, SDLC, DevOps assessment","","","XP '18"
"Book","Cuppett MS","DevOps, DBAs, and DBaaS: Managing Data Platforms to Support Continuous Integration","","2016","","","","1st","Apress","USA","","","2016","9781484222072","","","","Learn how DBAs in a DevOps environment manage data platforms and change requests to support and optimize continuous integration, delivery, testing, and deployment in the application development life cycle. On the Dev side, DBAs evaluate change requests to ensure compliance with organizational best practices and guard against degradation of database performance and the validity of dependent objects. On the Ops side, DBAs perform release and troubleshooting activities in support of the application, manage the data platforms access and security, and monitor and maintain performance of the databases that they have designed and provisioned. DevOps, DBAs, and DBaaS investigates the complex intersection between DBA functions and DevOps processes. DevOps teams traditionally viewed DBAs as process outliers who disrupt and retard SDLC timelines. At each touch point, veteran DBA Mike Cuppett shows how DBAs can most effectively contribute to decreasing release cycle times and improving product resiliency by applying automation, orchestration, and DBaaS solutions to database administration in ways that dovetail with DevOps requirements and metrics. At a high level, Cuppett demonstrates the importance of leveling silo walls in the IT supply chain and of measuring application performance holistically by reference to satisfaction of customer requirements and end-user experience. At a technical level, he drills into topics and case studies on diagnosing and resolving problems commonly encountered by DBAs and DevOps teams when meshing database management with application delivery. What You Will Learn:Understand techniques and best practices at all points of collaboration between DBAs and DevOps teams in product developmentUse tools for measuring DBA inputs to DevOps processes by holistic criteria of end-user experience and business requirementIntegrate open source database technologies with DevOpsKnow when to decouple application and database layers and move to DBaaS modelsOvercome language and mindset barriers between DBAs and DevOps teamsWho This Book Is For:DBAs who are leaning toward or already involved with DevOps and DevOps engineers, team leaders, developers and product managers who are already working with DBAs or planning to integrate DBAs in DevOps teams. The secondary readership is executives and managers in companies that practice DevOps.","","","",""
"Journal Article","Bennett BT","Shifting Traditional Undergraduate Software Engineering Instruction to a DevOps Focus","J. Comput. Sci. Coll.","2021","36","5","129–138","","Consortium for Computing Sciences in Colleges","Evansville, IN, USA","","","2021-01","","1937-4771","","","Classical Software Engineering education often includes traditional methodologies that do not adequately describe today's industry practice. DevOps is a culture that promotes fast delivery, continuous feedback, and an environment of learning. Its non-linear path requires a shift in software engineering pedagogy. This case study describes the redevelopment of a second-semester course in software engineering to focus on DevOps principles. The study evaluates student performance using formative and summative assessment through a team project tracked throughout the semester and final exam results. Results indicated that students developed DevOps skills during the course, but may have needed more reinforcement of some traditional Software Engineering topics.","","","",""
"Conference Paper","van Deursen A","Software Engineering without Borders","","2017","","","3","","IEEE Press","Urbana-Champaign, IL, USA","Proceedings of the 32nd IEEE/ACM International Conference on Automated Software Engineering","","2017","9781538626849","","","","DevOps approaches software engineering by advocating the removal of borders between development and operations. DevOps emphasizes operational resilience, continuous feedback from operations back to development, and rapid deployment of features developed. In this talk we will look at selected (automation) aspects related to DevOps, based on our collaborations with various industrial partners. For example, we will explore (automated) methods for analyzing log data to support deployments and monitor REST API integrations, (search-based) test input generation for reproducing crashes and testing complex database queries, and zero downtime database schema evolution and deployment. We will close by looking at borders beyond those between development and operations, in order to see whether there are other borders we need to remove in order to strengthen the impact of software engineering research.","","","","ASE 2017"
"Book","Leonard A","Data Integration Life Cycle Management with SSIS: A Short Introduction by Example","","2017","","","","1st","Apress","USA","","","2017","9781484232750","","","","Build a custom BimlExpress framework that generates dozens of SQL Server Integration Services (SSIS) packages in minutes. Use this framework to execute related SSIS packages in a single command. You will learn to configure SSIS catalog projects, manage catalog deployments, and monitor SSIS catalog execution and history. Data Integration Life Cycle Management with SSISshows you how to bring DevOps benefits to SSIS integration projects. Practices in this book enable faster time to market, higher quality of code, and repeatable automation. Code will be created that is easier to support and maintain. The book teaches you how to more effectively manage SSIS in the enterprise environment by drawing on the art and science of modern DevOps practices. What You'll Learn Generate dozens of SSIS packages in minutes to speed your integration projects Reduce the execution of related groups of SSIS packages to a single command Successfully handle SSIS catalog deployments and their projects Monitor the execution and history of SSIS catalog projects Manage your enterprise data integration life cycle through automated tools and utilities Who This Book Is For Database professionals working with SQL Server Integration Services in enterprise environments. The book is especially useful to those readers following, or wishing to follow, DevOps practices in their use of SSIS.","","","",""
"Book","Davis J,Daniels R","Effective DevOps: Building a Culture of Collaboration, Affinity, and Tooling at Scale","","2016","","","","1st","O'Reilly Media, Inc.","","","","2016","9781491926307","","","","Some companies think that adopting devops means bringing in specialists or a host of new tools. With this practical guide, youll learn why devops is a professional and cultural movement that calls for change from inside your organization. Authors Katherine Daniels and Jennifer Davis provide several approaches for improving collaboration within teams, creating affinity among teams, promoting efficient tool usage in your company, and scaling up what works throughout your organizations inflection points. Devops stresses iterative efforts to break down information silos, monitor relationships, and repair misunderstandings that arise between and within teams in your organization. By applying the actionable strategies in this book, you can make sustainable changes in your environment regardless of your level within your organization. Explore the foundations of devops and learn the four pillars of effective devopsEncourage collaboration to help individuals work together and build durable and long-lasting relationships Create affinity among teams while balancing differing goals or metrics Accelerate cultural direction by selecting tools and workflows that complement your organization Troubleshoot common problems and misunderstandings that can arise throughout the organizational lifecycleLearn from case studies from organizations and individuals to help inform your own devops journey","","","",""
"Book","Palermo J","..NET DevOps for Azure: A Developer's Guide to DevOps Architecture the Right Way","","2019","","","","1st","Apress","USA","","","2019","9781484253427","","","","Use this book as your one-stop shop for architecting a world-class DevOps environment with Microsoft technologies. .NET DevOps for Azure is a synthesis of practices, tools, and process that, together, can equip a software organization to move fast and deliver the highest quality software. The book begins by discussing the most common challenges faced by developers in DevOps today and offers options and proven solutions on how to implement DevOps for your team. Daily, millions of developers use .NET to build and operate mission-critical software systems for organizations around the world. While the marketplace has scores of information about the technology, it is completely up to you to put together all the blocks in the right way for your environment. This book provides you with a model to build on. The relevant principles are covered first along with how to implement that part of the environment. And while variances in tools, language, or requirements will change the needed implementation, the DevOps model is the architecture for the working environment for your team. You can modify parts of the model to customize it to your enterprise, but the architecture will enable all of your teams and applications to accelerate in performance. What You Will Learn Get your .NET applications into a DevOps environment in Azure Analyze and address the part of your DevOps process that causes delays or bottlenecks Track code using Azure Repos and conduct acceptance tests Apply the rules for segmenting applications into Git repositories Understand the different types of builds and when to use each Know how to think about code validation in your DevOps environment Provision and configure environments; deploy release candidates across the environments in Azure Monitor and support software that has been deployed to a production environment Who This Book Is For .NET Developers who are using or want to use DevOps in Azure but don't know where to begin","","","",""
"Book","Hsu T","Hands-On Security in DevOps: Ensure Continuous Security, Deployment, and Delivery with DevSecOps","","2018","","","","","Packt Publishing","","","","2018","9781788995504","","","","Protect your organization's security at all levels by introducing the latest strategies for securing DevOps Key Features Integrate security at each layer of the DevOps pipeline Discover security practices to protect your cloud services by detecting fraud and intrusion Explore solutions to infrastructure security using DevOps principles Book Description DevOps has provided speed and quality benefits with continuous development and deployment methods, but it does not guarantee the security of an entire organization. Hands-On Security in DevOps shows you how to adopt DevOps techniques to continuously improve your organizations security at every level, rather than just focusing on protecting your infrastructure. This guide combines DevOps and security to help you to protect cloud services, and teaches you how to use techniques to integrate security directly in your product. You will learn how to implement security at every layer, such as for the web application, cloud infrastructure, communication, and the delivery pipeline layers. With the help of practical examples, youll explore the core security aspects, such as blocking attacks, fraud detection, cloud forensics, and incident response. In the concluding chapters, you will cover topics on extending DevOps security, such as risk assessment, threat modeling, and continuous security. By the end of this book, you will be well-versed in implementing security in all layers of your organization and be confident in monitoring and blocking attacks throughout your cloud services. What you will learn Understand DevSecOps culture and organization Learn security requirements, management, and metrics Secure your architecture design by looking at threat modeling, coding tools and practices Handle most common security issues and explore black and white-box testing tools and practices Work with security monitoring toolkits and online fraud detection rules Explore GDPR and PII handling case studies to understand the DevSecOps lifecycle Who this book is for Hands-On Security in DevOps is for system administrators, security consultants, and DevOps engineers who want to secure their entire organization. Basic understanding of Cloud computing, automation frameworks, and programming is necessary.","","","",""
"Conference Paper","Pietrantuono R,Bertolino A,De Angelis G,Miranda B,Russo S","Towards Continuous Software Reliability Testing in DevOps","","2019","","","21–27","","IEEE Press","Montreal, Quebec, Canada","Proceedings of the 14th International Workshop on Automation of Software Test","","2019","","","https://doi-org.proxy.bnl.lu/10.1109/AST.2019.00009;http://dx.doi.org/10.1109/AST.2019.00009","10.1109/AST.2019.00009","We introduce the DevOpRET approach for continuous reliability testing in DevOps. It leverages information monitored in operation to guide operational-profile based testing, which is conceived as part of the acceptance testing stage before each next release to production. We overview the envisaged test and monitoring pipeline, describe the approach and present a case-study evaluating how reliability assessment evolves over subsequent releases.","software reliability testing, quality gate, operational profile, acceptance test, DevOps","","","AST '19"
"Conference Paper","Guerriero M,Ciavotta M,Gibilisco GP,Ardagna D","A Model-Driven DevOps Framework for QoS-Aware Cloud Applications","","2015","","","345–351","","IEEE Computer Society","USA","Proceedings of the 2015 17th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC)","","2015","9781509004614","","https://doi-org.proxy.bnl.lu/10.1109/SYNASC.2015.60;http://dx.doi.org/10.1109/SYNASC.2015.60","10.1109/SYNASC.2015.60","Recently we witnessed a deep transformation in the the design, development and management of modern applications, which have grown in scope and size becoming distributed and service-oriented. A big part in this metamorphosis is played by the Cloud with the availability of almost-infinite resources, high availability and outsourced maintenance. This has led to the emergence of new software development methodologies to effectively deal with this paradigm shift in the field of software engineering. DevOps is one of them, it advocates for a greater level of collaboration and convergence between developers and other IT professionals. Consequently, new tools, purposely designed to ease this process, are required. In this scenario, we present SPACE4Cloud, a DevOps integrated environment for model-driven design-time quality of service assessment and optimization, and runtime capacity allocation of Cloud applications.","","","","SYNASC '15"
"Book","Farcic V","The DevOps 2.2 Toolkit","","2018","","","","","Packt Publishing","","","","2018","9781788991278","","","","Learn from an expert on how use self-adapting and self-healing systems within Docker. Key Features Viktor Farcic shows you all aspects in the creation of self-adapting and self-healing systems in both a practical and hands-on approach. Learn how to choose a successful solution for metrics storage and query, including InfluxDB, Nagios and Sensu, Prometheus and Graphite. Discover how to integrate Docker Flow Monitor with Docker Flow Proxy. How to apply Docker self-healing and self-adaptive to both services and infrastructure. Book Description Building on The DevOps 2.0 Toolkit and The DevOps 2.1 Toolkit: Docker Swarm, Viktor Farcic brings his latest exploration of the Docker technology as he records his journey to explore two new programs, self-adaptive and self-healing systems within Docker. The DevOps 2.2 Toolkit: Self-Sufficient Docker Clusters is the latest book in Viktor Farcic's series that helps you build a full DevOps Toolkit. This book in the series looks at Docker, the tool designed to make it easier in the creation and running of applications using containers. In this latest entry, Viktor combines theory with a hands-on approach to guide you through the process of creating self-adaptive and self-healing systems. Within this book, Viktor will cover a wide-range of emerging topics, including what exactly self-adaptive and self-healing systems are, how to choose a solution for metrics storage and query, the creation of cluster-wide alerts and what a successful self-sufficient system blueprint looks like. Work with Viktor and dive into the creation of self-adaptive and self-healing systems within Docker. What you will learn Let Viktor Farcic show you all aspects in the creation of self-adapting and self-healing systems in both a practical and hands-on approach. Learn how to choose a successful solution for metrics storage and query, including InfluxDB, Nagios and Sensu, Prometheus and Graphite. Understand how to integrate Docker Flow Monitor with Docker Flow Proxy. The creation of cluster-wide alerts by creating alerts based on metrics. How to apply self-healing and self-adaptive to both services and infrastructure. Who this book is forThis book is for professionals experienced with Docker looking to create both self-adapting and self-healing systems using the software.","","","",""
"Book","Tak R,Modi J","Mobile DevOps: Deliver Continuous Integration and Deployment within Your Mobile Applications","","2018","","","","","Packt Publishing","","","","2018","9781788296243","","","","This step-by-step guide will teach you to continuously improve your mobile application development process Key Features Efficiently deliver continuous integration and deployment within all the stages of your application's lifecycle Learn to implement mobile DevOps with Xamarin and Visual Studio Deliver high quality and performing mobile applications Book Description Today's world is all about perfection, and there are hundreds of applications that are released each day out of which only a few succeed. Making sure that the app looks, performs, and behaves as expected is one of the biggest challenge developers face today. The main goal of this book is to teach developers to implement DevOps to build, test, and deliver. This book will teach you to implement Mobile DevOps at every stage of your application's lifecycle with Visual Studio and Xamarin Mobile Lifecycle solutions. Later, it will also show you how to leverage Mobile Center's continuous integration and automated testing to develop a high-quality applications. Next, you'll see how to mobilize your on-premises data to the cloud and increase your productivity with code reuse. Finally, you'll discover how to find and fix bugs beforehand, improving the efficiency of your application while it is being developed. By the end of this book, you will be well-versed with Mobile DevOps techniques, delivering high quality and high performance mobile apps. What you will learnBecome fluent with the basic components of Mobile DevopsFind out how to use code repositories and install Git on an EC2 server and manage users and groups Set up an Android device for development and install Visual Studio and Xamarin on Windows Create an Android project and UI for applications Add permissions to Android Manifest Write tests with Xamarin. UI and test using test cloud to check it on multiple devices Monitor and optimize the application using the Android monitoring tool Debug the mobile application and improve its efficiency Who This Book Is ForIf you are a programmer and developer who wants to increase the efficiency and scalability of your mobile application with the implementation of DevOps, then this book is for you. You need basic experience of the application process development.","","","",""
"Conference Paper","Guerriero M,Ciavotta M,Gibilisco GP,Ardagna D","SPACE4Cloud: A DevOps Environment for Multi-Cloud Applications","","2015","","","29–30","","Association for Computing Machinery","New York, NY, USA","Proceedings of the 1st International Workshop on Quality-Aware DevOps","Bergamo, Italy","2015","9781450338172","","https://doi-org.proxy.bnl.lu/10.1145/2804371.2804378;http://dx.doi.org/10.1145/2804371.2804378","10.1145/2804371.2804378","Cloud computing has been a game changer in the design, development and management of modern applications, which have grown in scope and size becoming distributed and service oriented. New methodologies have emerged to deal with this paradigm shift in software engineering. Consequently, new tools, devoted to ease the convergence between developers and other IT professional, are required. Here, we present SPACE4Cloud, a DevOps integrated environment for model-driven design-time QoS assessment and optimization, and runtime capacity allocation for Cloud applications.","DevOps, QoS, Cloud, Model-Driven, runtime, design-time","","","QUDOS 2015"
"Conference Paper","Pourmajidi W,Miranskyy A,Steinbacher J,Erwin T,Godwin D","Dogfooding: Using IBM Cloud Services to Monitor IBM Cloud Infrastructure","","2019","","","344–353","","IBM Corp.","USA","Proceedings of the 29th Annual International Conference on Computer Science and Software Engineering","Toronto, Ontario, Canada","2019","","","","","The stability and performance of Cloud platforms are essential as they directly impact customers' satisfaction. Cloud service providers use Cloud monitoring tools to ensure that rendered services match the quality of service requirements indicated in established contracts such as service-level agreements.Given the enormous number of resources that need to be monitored, highly scalable and capable monitoring tools are designed and implemented by Cloud service providers such as Amazon, Google, IBM, and Microsoft. Cloud monitoring tools monitor millions of virtual and physical resources and continuously generate logs for each one of them. Considering that logs magnify any technical issue, they can be used for disaster detection, prevention, and recovery. However, logs are useless if they are not assessed and analyzed promptly. Thus, we argue that the scale of Cloud-generated logs makes it impossible for DevOps teams to analyze them effectively. This implies that one needs to automate the process of monitoring and analysis (e.g., using machine learning and artificial intelligence). If the automation will witness an anomaly in the logs --- it will alert DevOps staff.The automatic anomaly detectors require a reliable and scalable platform for gathering, filtering, and transforming the logs, executing the detector models, and sending out the alerts to the DevOps staff. In this work, we report on implementing a prototype of such a platform based on the 7-layered architecture pattern, which leverages micro-service principles to distribute tasks among highly scalable, resources-efficient modules. The modules interact with each other via an instance of the Publish-Subscribe architectural pattern. The platform is deployed on the IBM Cloud service infrastructure and is used to detect anomalies in logs emitted by the IBM Cloud services, hence the dogfooding. In particular, we leverage IBM Cloud Functions to deploy the computing modules, IBM Event Streams to establish communication among the modules, and IBM Cloud Object Storage and IBM Cloudant for persistent storage.The prototype efficiency is promising: it takes the platform 17 seconds or less from the point of receiving a new log record to emitting an alert to the IBM Cloud DevOps team.","","","","CASCON '19"
